recency_days,log_recency,total_spent,log_total_spent,state_encoded,is_high_value,is_loyal
123,4.820281565605037,58.25,4.081765780015241,25,0,0
278,5.631211781821365,73.96,4.316954637930166,4,0,0
544,6.300785794663244,364.75,5.901950039900234,5,1,0
197,5.288267030694535,83.23,4.433551152327272,23,0,0
21,3.091042453358316,171.88,5.152597712198631,10,1,0
152,5.030437921392435,109.23,4.702569091975224,25,1,0
40,3.713572066704308,258.38,5.5582941679075955,18,1,0
298,5.700443573390686,32.38,3.507956918233689,17,0,0
9,2.302585092994046,82.86,4.429148741742616,25,0,0
104,4.653960350157523,78.88,4.380525508547614,25,0,0
160,5.081404364984463,96.02,4.57491714281707,4,0,0
443,6.095824562432225,46.69,3.864721732310133,10,0,0
111,4.718498871295094,89.25,4.502583597212991,6,0,0
360,5.8888779583328805,49.6,3.92395157629342,22,0,0
333,5.8111409929767,187.96,5.241535352449052,0,1,0
99,4.605170185988092,777.68,6.657600178421077,25,1,0
301,5.71042701737487,63.9,4.1728476237100445,18,0,0
34,3.5553480614894135,272.04,5.609618304598452,25,1,0
350,5.860786223465865,236.81,5.471472035517174,25,1,0
361,5.891644211825771,204.83,5.327050585370909,25,1,0
157,5.062595033026967,31.13,3.469790173127767,18,0,0
141,4.955827057601261,154.53,5.046838639056468,16,1,0
186,5.231108616854587,149.87,5.016418538851983,25,1,0
230,5.442417710521793,71.38,4.281930018135596,12,0,0
181,5.204006687076795,269.2,5.5991624255260986,25,1,0
70,4.2626798770413155,65.33,4.194642283537465,25,0,0
184,5.220355825078325,23.72,3.20761263258949,25,0,0
325,5.786897381366708,119.32,4.79015486020153,25,1,0
53,3.9889840465642745,31.22,3.472587377748828,22,0,0
360,5.8888779583328805,94.35,4.557554332046428,25,0,0
72,4.290459441148391,190.28,5.25373832315007,23,1,0
65,4.189654742026425,79.51,4.388381400311889,25,0,0
277,5.627621113690637,66.64,4.21419952403038,18,0,0
271,5.605802066295998,300.6,5.709101636133801,18,1,0
142,4.962844630259907,108.46,4.695559185715772,4,1,0
195,5.278114659230518,34.0,3.5553480614894135,6,0,0
76,4.343805421853684,77.22,4.359525369327368,25,0,0
390,5.968707559985366,99.32,4.608365076884611,10,0,0
262,5.572154032177765,199.79,5.302259585780661,4,1,0
318,5.765191102784844,61.77,4.13947725232944,10,0,0
200,5.303304908059076,46.1,3.8522730010223722,17,0,0
394,5.978885764901122,123.39,4.8234217912218735,10,1,0
19,2.995732273553991,47.93,3.8903907053010323,25,0,0
103,4.6443908991413725,118.54,4.783651043396108,25,1,0
227,5.429345628954441,211.01,5.356633443370873,18,1,0
159,5.075173815233827,78.2,4.37197629882038,10,0,0
112,4.727387818712341,624.9,6.439190613930656,23,1,0
203,5.318119993844216,233.93,5.459287597430956,25,1,0
57,4.060443010546419,119.45,4.79123472906088,14,1,0
384,5.953243334287785,215.01,5.375324702908821,25,1,0
397,5.986452005284438,70.53,4.270116942120293,5,0,0
342,5.83773044716594,321.57,5.776320166946524,25,1,0
72,4.290459441148391,159.65,5.0792280855618674,25,1,0
171,5.147494476813453,874.42,6.774703771194465,1,1,0
115,4.7535901911063645,66.72,4.2153815572649345,25,0,0
251,5.529429087511423,44.09,3.8086604924329928,10,0,0
501,6.218600119691729,112.08,4.72809553282539,25,1,0
143,4.969813299576001,67.36,4.224787858247391,25,0,0
276,5.6240175061873385,41.69,3.7539647007698704,18,0,0
273,5.6131281063880705,64.0,4.174387269895637,25,0,0
207,5.337538079701318,126.48,4.847959489549136,18,1,0
338,5.82600010738045,90.85,4.520156811661135,25,0,0
107,4.68213122712422,40.94,3.7362400254737738,13,0,0
84,4.442651256490317,147.78,5.002468704763196,25,1,0
240,5.484796933490655,67.57,4.227855121296273,8,0,0
172,5.153291594497779,70.75,4.273187854639731,18,0,0
236,5.4680601411351315,42.35,3.769306703226551,25,0,0
511,6.238324625039508,64.55,4.182813210209709,23,0,0
212,5.3612921657094255,504.47,6.225488689518404,25,1,0
161,5.087596335232384,349.53,5.85944629482327,15,1,0
406,6.008813185442595,260.55,5.56662546981662,25,1,0
68,4.23410650459726,183.05,5.21520745982503,23,1,0
559,6.327936783729195,151.11,5.024603943323652,22,1,0
8,2.1972245773362196,90.5,4.516338972281476,25,0,0
172,5.153291594497779,45.13,3.8314634975697293,18,0,0
14,2.70805020110221,136.64,4.924641580929279,19,1,0
372,5.921578419643816,132.05,4.890724997423698,25,1,0
138,4.9344739331306915,64.04,4.175002465239555,5,0,0
581,6.366470447731438,336.56,5.8217432722897655,9,1,0
455,6.1224928095143865,40.77,3.732178378509084,25,0,0
274,5.616771097666572,166.59,5.121520520396782,10,1,0
351,5.863631175598097,30.27,3.44265917146975,7,0,0
393,5.976350909297934,25.85,3.2902658209548736,17,0,0
206,5.332718793265369,108.83,4.698933715800255,25,1,0
433,6.073044534100405,93.78,4.551558416539442,25,0,0
281,5.641907070938114,149.69,5.015224746430063,25,1,0
443,6.095824562432225,226.22,5.425918711141758,10,1,0
275,5.62040086571715,43.58,3.797285327957723,25,0,0
519,6.253828811575473,185.83,5.230199112471746,25,1,0
57,4.060443010546419,89.1,4.500920164614292,25,0,0
435,6.077642243349034,110.72,4.715995741076976,18,1,0
533,6.280395838960195,770.24,6.647999609171195,22,1,0
398,5.988961416889864,186.92,5.236016340350657,25,1,0
198,5.293304824724492,147.97,5.003744943391502,25,1,0
348,5.855071922202427,35.4,3.594568774642695,18,0,0
276,5.6240175061873385,101.73,4.6321041872281725,25,0,0
133,4.897839799950911,227.63,5.432104976346135,25,1,0
241,5.488937726156687,66.91,4.2181832991257,25,0,0
83,4.430816798843313,79.38,4.386765389021055,18,0,0
129,4.867534450455582,98.16,4.5967347071669895,8,0,0
499,6.214608098422191,147.55,5.000921601908617,10,1,0
148,5.003946305945459,21.04,3.092858984284714,25,0,0
127,4.852030263919617,136.8,4.925803358579558,10,1,0
437,6.082218910376446,49.69,3.925728652484258,10,0,0
124,4.8283137373023015,144.31,4.978869391332604,10,1,0
16,2.833213344056216,199.26,5.299616522279656,25,1,0
71,4.276666119016055,42.47,3.7720710450007005,25,0,0
246,5.5093883366279774,101.34,4.628300603376946,23,0,0
31,3.4657359027997265,114.58,4.749962930889632,5,1,0
274,5.616771097666572,36.48,3.6238074573702215,25,0,0
547,6.306275286948016,66.99,4.219360635538369,10,0,0
10,2.3978952727983707,116.84,4.769327772154375,18,1,0
88,4.48863636973214,123.25,4.822295664976738,6,1,1
200,5.303304908059076,105.08,4.664193526437552,18,0,0
419,6.040254711277414,60.05,4.111693200556713,9,0,0
243,5.497168225293202,182.29,5.211069597983757,25,1,0
505,6.226536669287466,64.42,4.180828022110238,25,0,0
163,5.099866427824199,259.4,5.562218910334414,18,1,0
195,5.278114659230518,132.48,4.893951653883173,18,1,0
149,5.0106352940962555,33.37,3.5371840908617425,25,0,0
271,5.605802066295998,144.66,4.981275138789769,25,1,0
276,5.6240175061873385,40.6,3.728100167267218,7,0,0
489,6.194405391104672,231.45,5.448675148136593,10,1,0
68,4.23410650459726,78.51,4.375882799913392,25,0,0
520,6.255750041753367,100.54,4.620452809519248,18,0,0
295,5.69035945432406,2148.4,7.672944012407053,25,1,0
111,4.718498871295094,276.11,5.624414539272628,25,1,0
351,5.863631175598097,140.0,4.948759890378168,7,1,0
233,5.455321115357702,148.76,5.009034012729282,5,1,0
397,5.986452005284438,138.41,4.937419231764997,4,1,0
265,5.583496308781699,418.17,6.038276565560448,18,1,0
111,4.718498871295094,64.58,4.1832707714165025,25,0,0
223,5.4116460518550396,226.14,5.4255665674635,6,1,0
280,5.638354669333745,146.9,4.996536369716754,25,1,0
187,5.236441962829949,177.59,5.185092675833409,10,1,0
89,4.499809670330265,35.05,3.584906863730958,4,0,0
27,3.332204510175204,103.27,4.646983688801502,5,0,0
149,5.0106352940962555,283.54,5.650873841223021,5,1,0
323,5.780743515792329,107.78,4.689327493994814,18,1,0
276,5.6240175061873385,106.16,4.674323044676408,25,0,0
440,6.089044875446846,128.59,4.864375620447323,25,1,0
70,4.2626798770413155,181.05,5.204281374621442,10,1,0
162,5.093750200806762,223.88,5.415566926598276,25,1,0
29,3.4011973816621555,94.36,4.55765920331704,10,0,0
414,6.028278520230698,141.14,4.956812487398749,7,1,0
228,5.43372200355424,45.07,3.8301619789478254,25,0,0
304,5.720311776607412,77.57,4.36398994718773,18,0,0
171,5.147494476813453,63.61,4.168369197570074,25,0,0
205,5.327876168789581,16.78,2.8780742300857587,25,0,0
282,5.645446897643238,55.6,4.036008985209137,10,0,0
124,4.8283137373023015,169.37,5.137972542557451,25,1,0
104,4.653960350157523,121.68,4.809579339246051,18,1,0
278,5.631211781821365,68.66,4.243626264937855,4,0,0
285,5.655991810819852,673.69,6.5142533261214375,8,1,0
245,5.5053315359323625,126.66,4.849370479827911,25,1,0
531,6.2766434893416445,204.24,5.324180026073764,7,1,0
181,5.204006687076795,88.94,4.499142781342561,10,0,0
76,4.343805421853684,388.74,5.9654798501359885,7,1,0
34,3.5553480614894135,2304.68,7.743130922769593,4,1,0
273,5.6131281063880705,111.32,4.721351940277501,25,1,0
285,5.655991810819852,130.15,4.876341706312883,22,1,0
125,4.836281906951478,57.93,4.076350298849822,22,0,0
178,5.187385805840755,36.69,3.629394807279044,18,0,0
302,5.713732805509369,73.62,4.312408567793012,25,0,0
530,6.274762021241939,414.06,6.028423088093514,22,1,0
272,5.60947179518496,72.05,4.291144138196708,25,0,0
277,5.627621113690637,67.79,4.2310583855379225,25,0,0
314,5.752572638825633,83.01,4.4309358393767555,18,0,0
39,3.6888794541139363,170.68,5.145632278882388,18,1,0
128,4.859812404361672,138.74,4.939783553124305,17,1,0
33,3.5263605246161616,85.27,4.457481913088487,18,0,0
263,5.575949103146316,85.14,4.455973879625964,18,0,0
86,4.465908118654584,437.84,6.08413488194929,25,1,0
30,3.4339872044851463,41.64,3.752792779857589,25,0,0
526,6.267200548541362,126.2,4.845760650906022,25,1,1
258,5.556828061699537,71.13,4.278470046515581,18,0,0
499,6.214608098422191,187.94,5.241429504340989,13,1,0
524,6.263398262591624,95.22,4.5666372362713075,25,0,0
114,4.74493212836325,68.32,4.238733464847405,22,0,0
429,6.063785208687608,95.21,4.566533302373173,22,0,0
123,4.820281565605037,91.0,4.5217885770490405,25,0,0
135,4.912654885736052,284.23,5.653295872348943,25,1,0
133,4.897839799950911,37.13,3.6410013738694724,22,0,0
439,6.0867747269123065,35.09,3.586015818654697,22,0,0
223,5.4116460518550396,178.46,5.189952341869912,12,1,0
147,4.997212273764115,142.0,4.962844630259907,25,1,0
28,3.367295829986474,280.65,5.640665165340723,18,1,0
441,6.091309882077698,115.4,4.757032535297338,23,1,0
61,4.127134385045092,67.43,4.225811324964407,25,0,0
47,3.8712010109078907,124.83,4.834931789603877,10,1,0
10,2.3978952727983707,23.28,3.1896529661912973,25,0,0
425,6.054439346269371,92.05,4.5331369830882595,25,0,0
263,5.575949103146316,246.38,5.510925615946864,17,1,0
225,5.420534999272286,27.87,3.3628029936748436,22,0,0
205,5.327876168789581,51.14,3.9539324085053558,9,0,0
112,4.727387818712341,71.85,4.288402532641213,25,0,0
210,5.351858133476067,372.69,5.923426576700698,25,1,0
190,5.25227342804663,127.14,4.853123416210876,7,1,0
105,4.663439094112067,246.99,5.51338842277136,25,1,0
130,4.875197323201151,351.33,5.864568236419437,25,1,0
400,5.993961427306569,212.43,5.363308910055477,8,1,0
272,5.60947179518496,146.18,4.991656327498453,25,1,0
476,6.1675164908883415,109.31,4.7032945839812905,18,1,0
56,4.04305126783455,168.08,5.130371975698589,25,1,0
373,5.924255797414532,137.99,4.934401988096667,10,1,0
278,5.631211781821365,28.69,3.3908102887756684,25,0,0
260,5.564520407322694,65.0,4.189654742026425,25,0,0
41,3.7376696182833684,73.01,4.304200219209375,22,0,0
45,3.828641396489095,123.49,4.8242253913936946,10,1,0
227,5.429345628954441,147.15,4.998225274019575,22,1,0
145,4.983606621708336,185.9,5.230573714461517,17,1,0
360,5.8888779583328805,215.05,5.3755098623779425,6,1,0
137,4.927253685157205,128.45,4.8632947061975464,25,1,0
285,5.655991810819852,95.83,4.57295686362344,25,0,0
242,5.493061443340548,44.09,3.8086604924329928,25,0,0
337,5.823045895483019,68.89,4.246922577489038,25,0,0
169,5.135798437050262,81.24,4.409641801706855,22,0,0
274,5.616771097666572,45.2,3.832979798087693,18,0,0
208,5.342334251964811,159.31,5.077109440701582,25,1,0
500,6.2166061010848646,34.86,3.5796224681769866,10,0,0
224,5.41610040220442,292.22,5.680923180510119,18,1,0
162,5.093750200806762,127.71,4.857561811661286,25,1,0
190,5.25227342804663,40.55,3.7268975213014572,18,0,0
28,3.367295829986474,46.94,3.869950229006238,7,0,0
273,5.6131281063880705,40.61,3.72834052299485,25,0,0
276,5.6240175061873385,124.88,4.835329072196206,25,1,0
262,5.572154032177765,92.57,4.5387098192878215,25,0,0
173,5.159055299214529,186.96,5.236229174234615,4,1,0
44,3.8066624897703196,123.75,4.826311734631628,25,1,0
543,6.298949246855942,373.22,5.924843859766086,10,1,0
445,6.100318952020064,235.13,5.4643825008224685,25,1,0
123,4.820281565605037,29.69,3.4239368686316447,25,0,0
32,3.4965075614664802,148.7,5.008633291425583,18,1,0
10,2.3978952727983707,39.37,3.6980869348648495,10,0,0
8,2.1972245773362196,42.86,3.781002742989742,25,0,0
232,5.4510384535657,159.86,5.080534421475923,25,1,0
99,4.605170185988092,87.97,4.488299234256676,23,0,0
174,5.1647859739235145,28.19,3.3738261848660236,25,0,0
226,5.424950017481403,274.39,5.618188274814676,25,1,0
103,4.6443908991413725,70.88,4.274998061915358,25,0,0
252,5.53338948872752,92.57,4.5387098192878215,25,0,0
88,4.48863636973214,108.2,4.693181063310805,18,1,0
26,3.295836866004329,226.31,5.426314724611392,25,1,0
127,4.852030263919617,49.37,3.9193957597575593,25,0,0
39,3.6888794541139363,199.4,5.3003153692107094,4,1,0
139,4.941642422609304,75.19,4.333230220484918,25,0,0
235,5.4638318050256105,213.43,5.367983344781139,10,1,0
308,5.733341276897746,161.62,5.091416190779691,25,1,0
370,5.916202062607435,123.47,4.824064723012886,4,1,0
99,4.605170185988092,114.52,4.749443675144516,25,1,0
102,4.634728988229636,36.98,3.63705970538414,25,0,0
391,5.971261839790462,227.27,5.430529138856541,18,1,0
460,6.133398042996649,35.0,3.58351893845611,23,0,0
144,4.976733742420574,273.25,5.614040099155339,25,1,0
7,2.0794415416798357,132.82,4.896495613354671,18,1,0
503,6.222576268071369,475.47,6.166404762035651,17,1,0
366,5.905361848054571,57.11,4.062337766087015,18,0,0
459,6.131226489483141,147.96,5.003677813528757,25,1,0
211,5.356586274672012,24.68,3.2457124788217606,25,0,0
284,5.652489180268651,152.17,5.031548415676463,25,1,0
365,5.902633333401366,64.0,4.174387269895637,18,0,0
163,5.099866427824199,48.72,3.9064072666425105,22,0,0
237,5.472270673671475,58.59,4.087487774758888,4,0,0
47,3.8712010109078907,73.47,4.310396359722554,2,0,0
316,5.75890177387728,185.03,5.225907951029896,25,1,0
137,4.927253685157205,33.54,3.5421180727185324,25,0,0
383,5.950642552587727,114.26,4.747190446008521,16,1,0
279,5.634789603169249,220.54,5.400603160088787,2,1,0
318,5.765191102784844,47.72,3.8860896234016415,25,0,0
155,5.049856007249537,110.82,4.716890435598499,25,1,0
164,5.10594547390058,125.69,4.841743157613962,25,1,0
181,5.204006687076795,115.92,4.761489940243045,10,1,0
478,6.171700597410915,69.07,4.249494742382442,24,0,0
133,4.897839799950911,214.9,5.3748153375207615,10,1,1
220,5.3981627015177525,20.03,3.0459499897146083,25,0,0
346,5.849324779946859,53.7,4.001863709427935,10,0,0
408,6.013715156042802,33.68,3.546163151912341,25,0,0
269,5.598421958998375,150.29,5.019198524756743,23,1,0
70,4.2626798770413155,64.86,4.187531276948218,25,0,0
289,5.66988092298052,41.75,3.7553691953827695,25,0,0
191,5.2574953720277815,346.45,5.8506207697603365,25,1,0
241,5.488937726156687,189.84,5.251435380647906,8,1,0
108,4.6913478822291435,98.09,4.596028528070808,10,0,0
47,3.8712010109078907,78.8,4.379523504455763,17,0,0
196,5.2832037287379885,80.2,4.396915247167632,22,0,0
529,6.272877006546167,4016.91,8.29851714592043,25,1,0
149,5.0106352940962555,30.13,3.4381719844535166,18,0,0
319,5.768320995793772,55.09,4.026957543520245,18,0,0
196,5.2832037287379885,236.3,5.469325163441718,4,1,1
230,5.442417710521793,45.48,3.8390221125436557,10,0,0
540,6.293419278846481,18.83,2.9871959425317045,10,0,0
264,5.579729825986222,81.2,4.409155302062135,22,0,0
480,6.175867270105761,261.9,5.571773731735836,25,1,0
329,5.799092654460526,41.84,3.757472245579548,10,0,0
276,5.6240175061873385,31.38,3.477540948249489,25,0,0
316,5.75890177387728,91.77,4.5301233116651805,25,0,0
357,5.8805329864007,67.5,4.22683374526818,25,0,0
108,4.6913478822291435,495.33,6.207241028076624,25,1,1
442,6.093569770045136,100.33,4.618382517460226,10,0,0
547,6.306275286948016,117.53,4.775166093091409,22,1,0
117,4.770684624465665,96.47,4.579544638349119,10,0,0
197,5.288267030694535,84.91,4.453300236649965,25,0,0
148,5.003946305945459,88.9,4.498697941477575,25,0,0
159,5.075173815233827,378.2,5.938063770380866,25,1,0
334,5.814130531825066,96.71,4.582003907956252,18,0,0
184,5.220355825078325,50.01,3.932021691934835,18,0,0
167,5.123963979403259,1429.59,7.265842225575758,25,1,0
73,4.304065093204169,1510.38,7.320778419734741,25,1,1
10,2.3978952727983707,38.35,3.6724959748634123,25,0,0
38,3.6635616461296463,442.52,6.094742896561484,10,1,0
566,6.340359303727752,98.84,4.603568904621118,10,0,0
146,4.990432586778736,63.44,4.165734558308774,25,0,0
369,5.91350300563827,74.16,4.319619174545265,10,0,0
140,4.948759890378168,82.23,4.421607859758004,18,0,0
577,6.359573868672378,105.74,4.6703959709057985,8,0,0
185,5.225746673713202,41.72,3.7546671946519394,25,0,0
41,3.7376696182833684,323.7,5.7829016791088,4,1,0
504,6.22455842927536,119.39,4.790736472946935,22,1,0
366,5.905361848054571,675.01,6.516207868832958,18,1,0
130,4.875197323201151,184.22,5.221544307742123,25,1,0
72,4.290459441148391,62.92,4.157632301458019,25,0,0
351,5.863631175598097,47.82,3.888140064964814,11,0,0
33,3.5263605246161616,392.88,5.976046294379602,25,1,0
344,5.84354441703136,58.0,4.07753744390572,17,0,0
195,5.278114659230518,63.27,4.163092959383195,25,0,0
418,6.037870919922137,90.88,4.520483377820898,18,0,0
260,5.564520407322694,150.05,5.017610907832681,8,1,0
105,4.663439094112067,133.67,4.9028273414619505,18,1,0
122,4.812184355372417,167.76,5.128477587256138,25,1,0
484,6.184148890937483,70.79,4.273745190588392,24,0,0
53,3.9889840465642745,40.75,3.7316994512968646,7,0,0
287,5.662960480135946,133.96,4.904978438237713,10,1,0
155,5.049856007249537,1005.81,6.914542195671111,25,1,0
305,5.723585101952381,142.1,4.963543686562405,10,1,0
205,5.327876168789581,24.0,3.2188758248682006,10,0,0
140,4.948759890378168,139.03,4.941856685367686,8,1,0
41,3.7376696182833684,245.37,5.506834471000083,25,1,1
322,5.777652323222656,94.9,4.563305981889393,25,0,0
275,5.62040086571715,356.39,5.878827622479379,4,1,1
294,5.68697535633982,51.69,3.9644256842211942,15,0,0
92,4.532599493153256,194.79,5.277042656269182,13,1,0
200,5.303304908059076,241.25,5.489970250770876,10,1,0
188,5.241747015059643,790.32,6.673702437159891,10,1,0
342,5.83773044716594,150.87,5.023024891742178,25,1,0
356,5.877735781779639,41.05,3.738859386418957,9,0,0
319,5.768320995793772,65.71,4.200354866721424,25,0,0
44,3.8066624897703196,32.23,3.503453082366503,18,0,0
90,4.51085950651685,27.29,3.342508385313476,25,0,0
51,3.9512437185814275,142.71,4.9677973800861555,14,1,0
173,5.159055299214529,20.29,3.058237478905388,25,0,0
564,6.336825731146441,111.01,4.718588153023648,1,1,0
22,3.1354942159291497,74.5,4.324132656254979,18,0,0
3,1.3862943611198906,23.29,3.190064743014081,25,0,0
244,5.501258210544727,138.39,4.937275759741795,10,1,0
208,5.342334251964811,28.81,3.39484390768998,4,0,0
148,5.003946305945459,241.48,5.4909192327495475,25,1,0
65,4.189654742026425,46.92,3.869532953807194,25,0,0
526,6.267200548541362,39.42,3.699324711975475,18,0,0
